age,workclass,marital-status,race,sex,native-country
23,Private,Never-married,Asian-Pac-Islander,Male,Philippines
19,*,Never-married,White,Male,United-States
19,Private,Never-married,White,Female,United-States
25,Private,Never-married,White,Male,United-States
53,Private,Married-civ-spouse,White,Male,United-States
18,*,Never-married,Black,Female,Cambodia
31,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,Mexico
33,Federal-gov,Divorced,Black,Male,United-States
45,Self-emp-inc,Divorced,White,Male,United-States
35,Private,Divorced,Black,Female,United-States
20,*,Never-married,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
51,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
45,*,Married-civ-spouse,White,Male,United-States
45,State-gov,Divorced,Black,Male,United-States
24,Private,Never-married,White,Male,Mexico
28,Private,Never-married,White,Female,United-States
63,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,Black,Male,United-States
25,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
36,Private,Married-civ-spouse,White,Female,United-States
44,Private,Never-married,White,Male,United-States
49,Self-emp-not-inc,Divorced,White,Female,United-States
52,Private,Married-civ-spouse,White,Male,United-States
27,Private,Never-married,Black,Male,United-States
35,Private,Never-married,Black,Male,United-States
51,Private,Married-civ-spouse,White,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
35,Local-gov,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
28,Private,Divorced,White,Female,United-States
37,Private,Divorced,White,Male,United-States
65,Private,Divorced,White,Female,United-States
24,Private,Never-married,White,Female,United-States
30,Federal-gov,Never-married,White,Female,United-States
38,Private,Married-civ-spouse,White,Male,United-States
58,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,Black,Male,United-States
40,Private,Married-civ-spouse,White,Female,United-States
42,Private,Divorced,Black,Female,United-States
31,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
17,Private,Never-married,White,Male,United-States
42,Private,Divorced,White,Female,United-States
25,Private,Never-married,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
65,*,Never-married,White,Male,United-States
29,Private,Never-married,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
71,Local-gov,Widowed,White,Male,United-States
34,Private,Never-married,White,Female,United-States
25,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
67,Private,Widowed,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,Black,Female,United-States
38,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,Guatemala
42,Private,Married-civ-spouse,Black,Male,Haiti
36,State-gov,Separated,White,Female,United-States
23,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
56,Private,Married-civ-spouse,Black,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
39,Private,Divorced,White,Female,United-States
36,State-gov,Divorced,Asian-Pac-Islander,Female,Philippines
44,Private,Married-civ-spouse,White,Male,United-States
38,Private,Divorced,Black,Female,United-States
19,*,Never-married,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,United-States
57,Local-gov,Divorced,White,Female,United-States
54,Private,Married-civ-spouse,White,Male,United-States
18,Self-emp-not-inc,Never-married,White,Male,United-States
22,*,Never-married,White,Male,United-States
63,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
38,Self-emp-inc,Married-civ-spouse,White,Female,Poland
26,Private,Married-civ-spouse,White,Male,United-States
40,Private,Divorced,White,Female,United-States
20,Private,Never-married,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
30,Private,Married-civ-spouse,Asian-Pac-Islander,Female,United-States
42,Private,Divorced,White,Female,United-States
42,Private,Divorced,White,Male,United-States
21,Private,Never-married,White,Female,United-States
40,Private,Divorced,White,Male,United-States
36,Private,Never-married,White,Female,United-States
67,Private,Divorced,White,Male,United-States
65,Private,Divorced,White,Female,United-States
50,Local-gov,Divorced,White,Female,United-States
18,Private,Never-married,White,Male,United-States
31,Private,Never-married,Black,Female,United-States
36,Self-emp-inc,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
24,Private,Married-civ-spouse,White,Male,United-States
38,Federal-gov,Divorced,White,Female,United-States
17,Private,Never-married,White,Female,United-States
52,Without-pay,Married-civ-spouse,White,Female,United-States
34,Private,Never-married,White,Female,United-States
30,*,Married-civ-spouse,Black,Male,United-States
49,Private,Married-civ-spouse,White,Male,United-States
45,Private,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
34,Self-emp-inc,Married-civ-spouse,White,Male,United-States
21,Self-emp-not-inc,Married-civ-spouse,White,Female,Portugal
17,Private,Never-married,White,Female,United-States
23,Private,Never-married,Black,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
48,State-gov,Married-civ-spouse,White,Male,United-States
27,State-gov,Never-married,White,Male,United-States
43,Private,Never-married,White,Male,United-States
44,Private,Married-civ-spouse,Asian-Pac-Islander,Female,Philippines
55,Private,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,Black,Male,United-States
34,Private,Never-married,White,Male,United-States
34,Private,Divorced,White,Male,United-States
37,Private,Divorced,White,Male,United-States
21,Private,Never-married,White,Male,United-States
35,Private,Married-civ-spouse,Black,Male,United-States
28,Private,Divorced,White,Female,United-States
62,Private,Divorced,White,Female,United-States
40,Federal-gov,Married-civ-spouse,White,Male,United-States
34,Private,Never-married,White,Female,United-States
32,Private,Never-married,White,Female,United-States
70,Private,Widowed,White,Female,United-States
23,Private,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,White,Male,United-States
57,Private,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
34,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
24,Private,Married-civ-spouse,White,Male,Mexico
41,Local-gov,Married-civ-spouse,White,Male,United-States
38,Self-emp-not-inc,Married-civ-spouse,White,Male,Mexico
48,Private,Divorced,White,Female,United-States
43,Private,Married-civ-spouse,Black,Male,United-States
18,Private,Never-married,White,Female,United-States
35,Private,Married-civ-spouse,White,Male,United-States
42,Private,Divorced,White,Male,United-States
30,Private,Divorced,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
48,Private,Divorced,Black,Male,United-States
70,Private,Divorced,White,Female,United-States
37,Private,Divorced,White,Male,United-States
51,Private,Separated,White,Female,United-States
35,Private,Married-civ-spouse,White,Male,Mexico
59,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
57,Private,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
26,Private,Separated,Other,Male,Mexico
19,Private,Never-married,White,Male,United-States
34,Private,Divorced,White,Female,United-States
56,Private,Never-married,White,Female,United-States
25,Private,Never-married,Asian-Pac-Islander,Female,United-States
46,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
22,Private,Married-civ-spouse,White,Male,United-States
32,Private,Divorced,White,Female,*
72,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
28,Private,Married-civ-spouse,White,Female,United-States
76,*,Widowed,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Female,United-States
53,State-gov,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
69,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
33,Private,Never-married,White,Male,United-States
47,Private,Married-civ-spouse,Black,Male,United-States
50,Local-gov,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
20,Private,Never-married,White,Male,United-States
42,Local-gov,Never-married,White,Male,United-States
23,Private,Never-married,Asian-Pac-Islander,Male,Vietnam
24,*,Separated,Black,Male,Germany
32,Private,Divorced,White,Female,United-States
41,Private,Widowed,Black,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,Black,Male,United-States
34,State-gov,Married-civ-spouse,Asian-Pac-Islander,Male,China
23,Private,Never-married,Asian-Pac-Islander,Male,South
30,Local-gov,Married-civ-spouse,White,Male,United-States
55,Local-gov,Widowed,White,Female,United-States
26,Private,Never-married,White,Female,United-States
42,*,Married-civ-spouse,White,Male,Dominican-Republic
39,Private,Never-married,White,Male,United-States
52,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
42,Private,Separated,White,Male,Canada
25,Private,Never-married,White,Male,United-States
27,Private,Never-married,White,Male,United-States
30,Self-emp-not-inc,Never-married,White,Male,United-States
23,State-gov,Never-married,White,Male,United-States
47,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
58,*,Divorced,White,Male,United-States
18,Private,Never-married,White,Female,United-States
52,Private,Divorced,White,Female,United-States
24,Private,Never-married,White,Female,United-States
58,Self-emp-inc,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,White,Male,United-States
31,Private,Never-married,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Female,United-States
52,Private,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Female,United-States
22,Private,Never-married,White,Female,United-States
39,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Mexico
34,State-gov,Married-civ-spouse,Black,Male,United-States
58,Private,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
29,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
67,*,Married-civ-spouse,White,Male,United-States
28,Private,Married-civ-spouse,Black,Female,Haiti
62,Local-gov,Married-civ-spouse,White,Male,United-States
54,Private,Married-civ-spouse,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,United-States
48,Private,Never-married,Black,Female,United-States
56,Private,Married-civ-spouse,White,Male,*
30,Private,Never-married,White,Female,United-States
41,Local-gov,Divorced,White,Female,United-States
59,Private,Divorced,White,Male,United-States
36,Private,Married-civ-spouse,White,Male,United-States
30,Private,Divorced,White,Female,United-States
27,Private,Never-married,White,Male,United-States
19,*,Never-married,White,Female,United-States
30,Private,Never-married,Asian-Pac-Islander,Male,China
47,Private,Divorced,Black,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,Asian-Pac-Islander,Male,United-States
44,Private,Divorced,White,Female,United-States
37,Private,Never-married,White,Female,United-States
28,Private,Married-civ-spouse,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
26,Private,Divorced,White,Female,United-States
44,Private,Married-civ-spouse,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
53,State-gov,Married-civ-spouse,Amer-Indian-Eskimo,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
43,Self-emp-inc,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,White,Male,United-States
19,State-gov,Never-married,White,Female,United-States
